 National_Dex, Pokemon              , Form               , Obtainability, Series
         822, Corvisquire          ,                    , True         , SwSh
         823, Corviknight          ,                    , True         , SwSh
         824, Blipbug              ,                    , True         , SwSh
         825, Dottler              ,                    , True         , SwSh
         826, Orbeetle             ,                    , True         , SwSh
         827, Nickit               ,                    , True         , SwSh
         828, Thievul              ,                    , True         , SwSh
         829, Gossifleur           ,                    , True         , SwSh
         830, Eldegoss             ,                    , True         , SwSh
         831, Wooloo               ,                    , True         , SwSh
         832, Dubwool              ,                    , True         , SwSh
         833, Chewtle              ,                    , True         , SwSh
         834, Drednaw              ,                    , True         , SwSh
         835, Yamper               ,                    , True         , SwSh
         836, Boltund              ,                    , True         , SwSh
         837, Rolycoly             ,                    , True         , SwSh
         838, Carkol               ,                    , True         , SwSh
         839, Coalossal            ,                    , True         , SwSh
         840, Applin               ,                    , True         , SwSh
         841, Flapple              ,                    , True         , SwSh
         842, Appletun             ,                    , True         , SwSh
         843, Silicobra            ,                    , True         , SwSh
         844, Sandaconda           ,                    , True         , SwSh
         845, Cramorant            ,                    , True         , SwSh
         846, Arrokuda             ,                    , True         , SwSh
         847, Barraskewda          ,                    , True         , SwSh
         848, Toxel                ,                    , True         , SwSh
         849, Toxtricity           ,                    , True         , SwSh
         850, Sizzlipede           ,                    , True         , SwSh
         851, Centiskorch          ,                    , True         , SwSh
         852, Clobbopus            ,                    , True         , SwSh
         853, Grapploct            ,                    , True         , SwSh
         854, Sinistea             ,                    , True         , SwSh
         855, Polteageist          ,                    , True         , SwSh
         856, Hatenna              ,                    , True         , SwSh
         857, Hattrem              ,                    , True         , SwSh
         858, Hatterene            ,                    , True         , SwSh
         859, Impidimp             ,                    , True         , SwSh
         860, Morgrem              ,                    , True         , SwSh
         861, Grimmsnarl           ,                    , True         , SwSh
         862, Obstagoon            ,                    , True         , SwSh
         863, Perrserker           ,                    , True         , SwSh
         864, Cursola              ,                    , True         , SwSh
         865, Sirfetch'd           ,                    , True         , SwSh
         867, Runerigus            ,                    , True         , SwSh
         868, Milcery              ,                    , True         , SwSh
         869, Alcremie             ,                    , True         , SwSh
         870, Falinks              ,                    , True         , SwSh
         871, Pincurchin           ,                    , True         , SwSh
         872, Snom                 ,                    , True         , SwSh
         873, Frosmoth             ,                    , True         , SwSh
         874, Stonjourner          ,                    , True         , SwSh
         875, Eiscue               ,                    , True         , SwSh
         875, Eiscue               ,                    , True         , SwSh
         876, Indeedee             ,                    , True         , SwSh
         876, Indeedee             ,                    , True         , SwSh
         877, Morpeko              ,                    , True         , SwSh
         878, Cufant               ,                    , True         , SwSh
         879, Copperajah           ,                    , True         , SwSh
         880, Dracozolt            ,                    , True         , SwSh
         881, Arctozolt            ,                    , True         , SwSh
         882, Dracovish            ,                    , True         , SwSh
         883, Arctovish            ,                    , True         , SwSh
         884, Duraludon            ,                    , True         , SwSh
         885, Dreepy               ,                    , True         , SwSh
         886, Drakloak             ,                    , True         , SwSh
         886, Mr. Rime             ,                    , True         , SwSh
         887, Dragapult            ,                    , True         , SwSh
         888, Zacian               ,                    , True         , SwSh
         888, Zacian               ,                    , True         , SwSh
         889, Zamazenta            ,                    , True         , SwSh
         889, Zamazenta            ,                    , True         , SwSh
         890, Eternatus            ,                    , True         , SwSh
         891, Kubfu                ,                    , True         , SwSh
         892, Urshifu              , Single-Strike Style, True         , SwSh
         892, Urshifu              , Rapid-Strike Style , True         , SwSh
         893, Zarude               ,                    , True         , SwSh
         894, Regieleki            ,                    , True         , SwSh
         895, Regidrago            ,                    , True         , SwSh
         896, Glastrier            ,                    , True         , SwSh
         897, Spectrier            ,                    , True         , SwSh
         898, Calyrex              ,                    , True         , SwSh
         898, Calyrex              , Ice Rider          , True         , SwSh
         898, Calyrex              , Shadow Rider       , True         , SwSh
